Track Name,Artist Name,Track ID,Release Year
Two Tears,Joan Armatrading,7d8KuQ8MlZBqnxiaWwFUs1,2010
U Get On My Nerves,Jazmine Sullivan,2AZImQgL47heWlF3sNzqIM,2010
U Should Know Better,Robyn,1abbuD7fU8Ltd51PKLcdD3,2010
U Smile,Justin Bieber,6Xw2FLih8m5ItDbyP992HH,2010
Unafraid,Amy Grant,5U2CCRZJty8MUF5TAG53zK,2010
Unbearable Why,Dr. Dog,0H6kfYCHqT2NeP2Pd0GuoG,2010
Uncharted,Sara Bareilles,7hEbLvHSHpmMZXuuw2nmmH,2010
Under The Stars,Morning Parade,1RUFzNaQ40JLJlpW1BVTnF,2012
Underdog,Alicia Keys,7FsAFw1oZeTJUZmIzSh0cg,2020
Undertow,Lisa Hannigan,00C5llfInrmXgjBrT40L1J,2016
Unexpected,Angie Stone,3aHe6grfPm2UO2v401FnjJ,2009
Unfinished,Stone Sour,1j1llBHosQQjYCP7DSPy02,2010
Unforgettable,Thomas Rhett,30MM5jWpUmOxtTNd9Ey5LZ,2017
United Provinces of India,Cornershop,1RSRTXugrhoCuN28zW4iac,2011
Universal Child,Annie Lennox,3R5JICm2HSTT4rcyN6MUHB,2010
Unknown Brother,The Black Keys,0BQH5uHglCuHVImyCjOOHc,2010
Unlikely Hero,The Hoosiers,1LPthWOnPQnfSr08ULfFDE,2014
Unloveable,Babybird,13U8Z8QjiMFEJNwqoDh8vA,2010
Unraveling,Sevendust,0g32O21lEmaowUaLTQvQZe,2010
Unspoken,Weezer,4pYpg2FtCrCEw3COAwHkvM,2010
Unstoppable,Disturbed,6l769YojBjFfjOItRJQPCM,2022
Until You Were Gone,Chip,1KnKBP1zzfdoPEWC2Ds9mp,2009
Untitled,Eminem,44ut2KJnt0HQMnUaMlDv9W,2010
Unusual,Trey Songz,5LLc3Nn2FCLJXvNJ4a2UxS,2010
Up And Running,Jessica Jarrell,7hnh7DltoklYQ09hoJPJqq,2010
Up On The Ridge,Dierks Bentley,6jHKCWp15grCREpx7arDix,2010
Upside Down,As I Lay Dying,6faKQnSrAnVWk1dhYY8dXL,2010
Uummannaq Song,KT Tunstall,0Me9ke0ZcvSkCePpgMiTvU,2010
Valley Of The Calm Trees,Klaxons,7BaBbodpGKbFiaGspTWFA8,2010
Valleys of Neptune,Jimi Hendrix,6ooxzFS76CKSy4eVF5jiSM,2010
Vampire Money,My Chemical Romance,4kXHIm097G3CemN3PzcpgL,2010
Vanderlyle Crybaby Geeks,The National,7e6b9qDllAbLtEYHo7Stch,2010
Velcro Shoes,Pete Yorn,5XnpN0KZ3bAW6ZnunEZAJ4,2011
Vesper's Goodbye,Nick Jonas & the Administration,6KBHhQROmJLgxHxQ7dRIvZ,2010
Vesuvius,Sufjan Stevens,3GWZX3YtldXCdSQqrzGgV5,2010
Via Munich,Tony Sly,0IzFHW1WZeSryMYGwSSFgW,2010
Vida 23,Pitbull,25jQEpK1jTQ2GR6NJQJIX3,2010
Virgen de Guadalupe,Patty Griffin,4Bv90RtlaqwzQc1luRc2mS,2010
Virginia Moon,Foo Fighters,2Ei5auE9kCmwKB2JZtKPKO,2005
Você Existe Em Mim,Josh Groban,5s4sjLD7BUMrRvwFLSDUUC,2010
Voicething,Goldfrapp,2IiTwdHSVziXImBhRzMUEE,2010
Waiting,Jake Bugg,3AUUbyL5s60ZxJa7JOFovi,2017
Waiting for the End,Linkin Park,7iDZarSpVJR8FhGPaz3r3Q,2023
Waiting Outside the Lines,Greyson Chance,5AdFiDqYP1E0OwXyUt9UGI,2011
Waka Waka (This Time For Africa),Shakira and Freshlyground,0Usx33tKh2s7UNmUG30RVo,2022
Wake Up The Nation,Paul Weller,7vqlCrhL35KJoid95ASGuX,2014
Walk Away Slow,Tiffany Page,6DFSZaAm4oZnubBdTa3Z95,2020
Walk Me Down the Middle,The Band Perry,5oP3saXdfl3ZWyiRNA0o5c,2010
Walk Tall,Kristian Bush,2sBgjOUBaTVwkfnWGQLt4D,2020
Walk With You,Ringo Starr,64uABgGALb8QGy7MSmn1Ri,2010
Walking In The Winter,The Coral,3YBpr57JOMpSiXPUTO5RtW,2010
War At Home,Josh Groban,35sb2Hfff2gnCQN5bDVsyk,2010
Watch Me Move,Fefe Dobson,0E70YerfAQ1gbc6f7P2qdC,2010
Watch This,Slash,5LpKx6KOMOgF4clG1woCYC,2010
Watching Birds,Stornoway,1L8sWxvxrJ5x3v7PWSNNuK,2010
Watercolour,Pendulum,5ami95W9OOWQPwrBb5tud5,2010
Wave Bye Bye,Gin Blossoms,4MexpMAGPojvT828df4ElL,2010
Waves,Luke Bryan,027269uzraETHuoG6aMs6a,2021
Way Down,Tim McGraw,6V8CF6an6nI76LIe2JGtSH,2019
Way Out Here,Josh Thompson,7M68YTelBnT9P1eO1idOOs,2010
We Are,Justin Bieber,1m6FkAtWVloxIRHKl7pBDP,2015
We Are One,12 Stones,4lhqal0Hq63U2wETCeBdG1,2010
We Are The Battery Human,Stornoway,5eD7R7QUwEYOD4hQmidcu6,2010
We Are The World: 25 For Haiti,Artists For Haiti,07rhyW77lp2bGv8EQoZy6k,2010
We Belong Together,Randy Newman,2m1mYan1nvOMORlb12q2Y9,2010
We Can Get Together,The Hold Steady,2bcFSUlKVCSMeuPEaMzKvs,2010
We Can't Fake,Amber Pacific,4YpQBiuKrUIZ6pC2q6LNaR,2010
We Dance On,N-Dubz,3NTUFvYGrsU16Dhmyz1UEt,2010
We End Up Together,The New Pornographers,39ndhdKnXD9hgiknOybQLb,2010
We Have Love,Hot Chip,6Clu03DDUBmjwTGA9hUm0Y,2010
We No Speak Americano,Yolanda Be Cool,37dYAkMa4lzRCH6kDbMT1L,2020
We Owe This To Ourselves,Anberlin,4481FMe9L5gn9HNYkkgJ69,2010
We R Who We R,Kesha,3LUWWox8YYykohBbHUrrxd,2010
We Shall All Be Reunited,Patty Griffin,0iGJBtUH4hYVpZ3yjJvnHF,2010
We Shine,Stellar Kart,5tfWke6QVkYYqA1HRXRrZ1,2010
We Used to Wait,Arcade Fire,3GgA0KZ3AMu8SInRmB1pmo,2010
We'll Be Alright,Travie McCoy,5P1iRXtaRtASsCyt69EH9F,2023
Wear My Kiss,Sugababes,7wnsCOZcKxjTruxZ2tJveY,2010
Weight Of My Mistakes,Seal,5uRj69iBz7aFhHLzIzf4PD,2010
Weightless,Elbow,48vescLyHKDtizrHZhHTb9,2019
Welcome Home,Michael W. Smith,4cNfZCXVYqv8ROJ05LSOcl,2010
Welcome to Fabulous Las Vegas,Brandon Flowers,35uvFjZWknhCYKkL9DbUFO,2010
Welcome to Hell,Plan B,2veHXv7uHAqVaa251aVJjh,2010
Welcome to Mystery,Plain White T's,0gOzVttapajilgTP4f32xs,2010
Welcome to the Family,Avenged Sevenfold,0jqblvsI9LBY4irmLVqqEO,2010
Welcome To The World Of The Plastic Beach,Gorillaz,0UrOVYrslIYSaHF8hQg7s8,2023
"Well, Well, Well",Duffy,7K89YBfukxKcrm4hOVKQpk,2023
Werewolf Women of the SS,Rob Zombie,2NakapiJVH4YULWTS0rxoN,2010
"Werewolf, Baby!",Rob Zombie,7fv6wqJX3Mnu7z1dj7i0Ca,2010
Wet,Snoop Dogg,7GCG0HlYPoBEoWZrjjx2Yk,2023
What About Love,Austin Mahone,52vS7mJ0a70Z4uRCfl8SjH,2014
What Do You Got?,Bon Jovi,5FAhExNmUJaD5sXhEqBSXp,2010
What Do You Want,Jerrod Niemann,6bdDMSGOpu4u2AT4rarSDc,2010
What Do You Want From Me?,Take That,1jtDXlUuV0o2oLHDU3Ll3Y,2010
What Happiness Means to Me,Amy MacDonald,5UMIdbOceWV4g7UV64pefT,2018
What He Wrote,Laura Marling,2CTOa3CEBts3p1NyTVLTXU,2010
What If,Prince,2HwrMuqSNHG9CNcJ1dZWwA,2011
What is Love?,Janelle Monáe,1pnxxrsb0uwx498oxokfiV,2014
What Is The Chance Of That,Amy Grant,3z0Va7NwzDLXTTCxwoM0Ky,2010
What Matters Most,Amber Pacific,4k1zdnxQvxrvBmKRb9FlEV,2010
What Part of Forever,Cee Lo Green,2G79yHCnnSVI9DF8dHyqHy,2018
What Remains,Foals,4cT3ltp6DZuoeWP50YeEtM,2010
What You Are,Jewel,209JUPY93WcpSntlr5XZrX,2010
What You Gonna Do,Hunter Hayes,4W6xPPopsYI3qewL90dLhj,2011
What's My Name?,Rihanna,6DkXLzBQT7cwXmTyzAB1DJ,2010
Wheel of Time,Blind Guardian,16Z7RW76CpuaewB1U8H4cn,2010
Wheels,Black Francis,7hTdA4dsqYhVfe6w6qUQhR,2010
When a Woman Loves,R. Kelly,67UivNNJwBPb8XS7r4fGmf,2010
When I'm Alone,Sam Phillips,4zJVt5xo6CgtQ7QGdvvDuL,2013
When I'm With You,Best Coast,5bTBBhF66apAUfps2SeL3m,2010
When It All Goes South,Laura Bell Bundy,4HU1Q1dUq9qwj1mkhsJEAJ,2009
When It Rains,Kid Rock,60QllOQ1ZhF2BTa2k3zZ16,2010
When It's Time,Green Day,5nGCVIpxp0u4AYpVpK0pv4,2010
When Love Gets A Hold of You,Reba McEntire,61spnRVeQnViXHyWI751Lb,2010
When the Boys Light Up,Newsboys,6zBiLgJyh8dBu1sIN0cLg9,2011
When The Wild Wind Blows,Iron Maiden,46tXExmproacf75cfuS9Ui,2010
When We Collide,Matt Cardle,6FSxwdN08PvzimGApFjRnY,2011
When You Got a Good Thing,Lady A,6Y2SEr5cqYtWJyO5g6CvsM,2010
Where I Grew Up,Kenny Chesney,3z2KdW3CASXw1kyyJeRB2p,2010
Where I'm At,Lloyd Banks,2ULwM3aRmEZZ4SGFTAV42x,2010
Where You Are,Jay Sean,053ErGCGPpBtr5T9E32wDC,2010
Where'd All the Time Go?,Dr. Dog,1Ji2AVmsAtbiHSjhuhhrF2,2021
Where's My Sex?,Weezer,2ms2ZLBcpNf5lxHrSyHPPy,2010
Whip My Hair,Willow Smith,4Dio1t8RHzLv1nfPJTSZyP,2010
Whiskey And You,Chris Stapleton,5aDK0TurEtiedVdT0a6k9a,2015
White Crosses,Against Me!,7K1b135NCg9HQpWRL4kRIa,2011
White Flag,Bishop Briggs,2ph6BRhGcUzc2W9wIulG5k,2018
White Flag Warrior,Flobots,3umjZlCFUELx3PQ06BXE3g,2010
White Knuckle Ride,Jamiroquai,1DujLrZJUvLdOCNAUTLJ7Y,2010
White Knuckles,OK Go,0vVqgqhDDUwpfA2t7WvOal,2010
White Sky,Vampire Weekend,1QdVwO5xqAI88pNn2qfNjU,2010
Who Am I Living For?,Katy Perry,6WR4l21xoK1pQDhjxg7wg7,2012
Who Am I?,Gang of Four,4KgpssTVDGJstsQppvnrBA,2011
Who Are You New York?,Rufus Wainwright,3d2K68avKB6qILZcTGG55L,2010
Who Are You When I'm Not Looking,Blake Shelton,15fZHvjZXoAILTvmt4EXIk,2010
Who Dat Girl,Flo Rida,7z73ehYAn9O1XP9XlCqVtd,2010
Who Owns My Heart,Miley Cyrus,4buvG5Kmstm8UMjSgUrv2X,2010
Who We Are,Switchfoot,4F0oFd9j2VnRqW4EjlpyFs,2013
Who Will Survive in America,Kanye West,4e5IPJxSGVWPsaxQzdRseN,2010
Who You Are,Jessie J,65lIGCfW59BxcEJnnIOCq3,2011
Who's That Chick?,Rihanna,3Eb0DYX2fKHmylQs2pODdB,2011
Why Not Me?,Enrique Iglesias,1YnRzw2S56QR16zhKZJMiv,2010
Why Wait,Jennifer Knapp,30CEiKb78mBbiGt3RiucYc,2014
Why Would You Stay,Kem,3XC07S7gOwwKNFX3PPqjml,2010
Why You Up In Here,Flo Rida,2ag7UYeRPi3fwrdHSqzzH1,2010
Widower,The Dillinger Escape Plan,50oIZpeq92CcRo2u5eiqv2,2010
Wild'n Cuz I'm Young,Kid Cudi,0HEfiw4FFDxMTfCIf6k3J5,2010
Wildflower,5 Seconds of Summer,6qlcjGJPTZEwR8nf2nSe9C,2020
Wind in the Trees,Joe Satriani,6xNozShJamElcgyfiP4KwJ,2010
Window Seat,Our Lady Peace,3yV895wLXgRLMPI5CK4Gob,2012
Winner,Pet Shop Boys,4olwahqDdGvPVApS9lPmA7,2012
Winter Dies,Midlake,7vhTgAUDAH2vgogb4Mbx7t,2010
"Wisdom, Justice, and Love",Linkin Park,7w7oyRRI2FkOvZHFvw0hid,2010
Wish I Stayed,Ellie Goulding,64cwPQ0eN21tCBpMg3oSiG,2010
Wish List,Neon Trees,0yY4JpDcYM72s78ou2YyLV,2015
Witchcraft,Pendulum,4Y2glvLjQGOb4dXnwm1hQf,2010
With You,Lil Wayne,46ymJU8Bt4i3nj91UV1WPk,2010
Without You,The Kid Laroi,1KMkcUvF7m3SDChDOa7i5L,2021
Wolf & I,Oh Land,7fzkwV4lfFdaImzLLRarA3,2011
Wonderful Life,Bring Me The Horizon,0ceW5TkemJUEmJERavfqQq,2019
Wonderful Savior,Mavis Staples,7vQ0h5YtCc2UDrl7rAyheW,2010
Wonderin',tobyMac,24nBZhPyfvff3xBX80HPYS,2010
Wonderman,Tinie Tempah,4hatF6kyI2KHOybeoF2zfl,2010
Wonders Of The Younger,Plain White T's,3tt0a7XgQAqwHlfIIIXKMz,2010
Woohoo,Christina Aguilera,3b7jMtkPU3aPulz6AvBGBD,2010
Words Darker Than Their Wings,Alter Bridge,66AsgHbaIWGklg0QnGKl7y,2010
Worker Bee,Motion City Soundtrack,5BeYGBDPpCICt6WwrCaCHL,2010
World Gone Crazy,The Doobie Brothers,0vTUXA0evnWPmNMGBwkSxh,2010
World Sick,Broken Social Scene,0k4lg0aHGocQ7Jk9Hzkezt,2010
Wreckin' Bar (Ra Ra Ra),The Vaccines,1K5vb3Yu4F8yMaHggtdpDY,2011
Wrecking Ball,Five Finger Death Punch,5BHJQrDdnv8RvdpwNn5vnD,2013
Wretches and Kings,Linkin Park,4uqacT1xJ7UhPJAMAcb25A,2010
Written in Reverse,Spoon,4bKlPsX6zoiehshKpAGhp5,2010
#1Nite (One Night),Cobra Starship,2iObDtZHIKtZ15kLfhK2yw,2011
(Don't Let Them) Cool Off,Peter Bjorn and John,2M2EkMA59SGW5afQximGZM,2011
(Drop Dead) Beautiful,Britney Spears,5Zvzva2gweeEU46XEeeFSa,2011
(I Wanna Live In A Dream In My) Record Machine,Noel Gallagher's High Flying Birds,2BNAgZCyOWWk7sTUyErX1N,2011
(It) Feels So Good,Steven Tyler,3xuzbqmCALn6Ua8JeOrnZl,2011
(Kissed You) Good Night,Gloriana,0Rj68IX1WqAtceUZQGk7aa,2012
(Motor) Way of Life,Lower Than Atlantis,3DSxoKD6JZjSrjxLBWJs3t,2011
(Stranded On) The Wrong Beach,Noel Gallagher's High Flying Birds,1S8PHavBc5OSnKcYOdLJE8,2011
(What Is) Love?,Jennifer Lopez,1PuC9MYD9goa9IaO0QoQCB,2011
13,LANY,0WOvSEVpUGkNufX0w0M06F,2017
17 Hills,Thomas Dolby,26s48FpQO4a08ztfFR7L0D,2011
1901,Birdy,3CqOsjVamOisF8E0e9nPUo,2011
1904,Benjamin Francis Leftwich,5Uv9EDLLy2pkqkqcRa4tIG,2011
1996,The Wombats,1MekQcRadmgfYGjFgpl8iS,2011
20 Years,The Civil Wars,04WE0HmjYipIMvNARHWpTk,2011
212,Azealia Banks,7mDKRYiqejoHzP7dQGxLys,2014
25/8,Mary J. Blige,2a4RIIuYKAIxOpomZMeEke,2011
2808,Nero,3snfdOHfgVHgI99plT9ysQ,2011
2gether,Roger Sanchez,1GkFNhI8d1i5x5WTgRmFL6,2022
4 AM,2 Chainz,1nX9KhK3Fff27SnrIor2Yb,2017
4 Letter Word,Diggy,4HS0ivoARnh6pHkeJgKBUh,2012
40 Days...,blessthefall,46pBDlSgGAsZ42ufBX9KAh,2011
5 O'Clock,T-Pain,42EMFjvFtOki8MA0JNZqVK,2011
50 Words For Snow,Kate Bush,5IiZK2sIgIVfGpp7LDONh5,2011
6 Weeks,James Morrison,71s8RU89zMeP4I6PRLBjNF,2011
9 Piece,Rick Ross,6aD178OGxT0Z1NU36g52X5,2011
A Buncha Girls,Frankie Ballard,6TXEjx6T9lRyV9ImCZnNjP,2011
A Commotion,Feist,0GJBRChCgIZhjAWkJH8x1i,2011
A Darker Forest,Thursday,52rlffXbQz0acv4hYV3YDr,2011
A Gun in the First Act,Thursday,22PWau13JTSCymrd29P4h7,2011
A Kiss,Bad Meets Evil,4eing5jncX5PU3Wtf8ssBc,2011
A Lack Of Understanding,The Vaccines,4vpgL1Q90NV0xqlwUEbDLB,2011
A Lesson Never Learned,Asking Alexandria,3wMpW5n8OatdZy9mWmX1k1,2011
A Little Bit Of Everything,Dawes,0UVXrz4r0aM93PIMESW1dm,2011
A Machine Spiritual (In The People's Key),Bright Eyes,6ViwNyKBQ3Jkuc3MtuBwKS,2011
A Man Don't Have To Die,Brad Paisley,2hM1rE6lnG3bDfqYRnykuA,2011
A Month Of Saturdays,R.E.M.,6ZNi790ySJZoTuvaAf0Xjm,2011
A Prayer for Me In Silence,Flogging Molly,38TmIA6bo753AxX93lvRNY,2011
A Real Good Try,Josh Kelley,3Ol3HQzaCahQ5GtGlovi5Y,2011
A Showman's Life,George Strait,1IZXKAjEW73PnuBdn1MHqH,2011
A Song For You,Amy Winehouse,4fdPpmqn1eYLyWRcxZmx2D,2011
A Thousand Years,Christina Perri,6lanRgr6wXibZr8KgzXxBl,2011
A Trophy Father's Trophy Son,Sleeping with Sirens,4zDhFZz6XsyUGFNduYb2nR,2011
A Woman Like You,Lee Brice,3oyMHCAAcnWFdcGuVgwfhd,2012
Abducted,Cults,7yAji4t1cAxthnsE3WcsIc,2011
Aberdeen,Kurt Cobain,7eVxrlrvBZwPbBRREtJJ6k,2015
Abracadabra,Jessie J,6RkJMqzeYqGoJub3fba2RP,2011
Acid Turkish Bath (Shelter From the Storm),Kasabian,2uhVhDbON882NkthguAbgW,2011
Across Five Oceans,Madina Lake,5IAqkz2SGfTO4YSIBaGW98,2011
Adolescents,Incubus,7CBD8biut3IwSJDfhKHLoH,2011
After,Moby,5lcmEdPFKJBDly7vP6HGwr,2002
After Light,Rustie,6GIYthsbMugsQBedauATa9,2011
After Midnight,blink-182,27H8WsrkD5catdc3a2fCLV,2011
After You Die,Tom Waits,31uXkwWHpYGwDC3f71Xkxq,2011
Aftertaste,Ellie Goulding,61UAQl3ilqvdUfupTwSgXm,2015
Aheb Aisht Al Huriya,Stephan Said,6Rsfu8grlT9QknadKbtYXq,2011
Ai Se Eu Te Pego!,Michel Teló,0INaMqjJJe1BZpnWuCxDzt,2019
AKA... Broken Arrow,Noel Gallagher's High Flying Birds,0XIYU2x6P6dWueCkbOZ861,2011
AKA...What A Life!,Noel Gallagher's High Flying Birds,3v4My1UDxIBWVtJiajPTsJ,2011
All Aboard,Romeo Santos,1ZsJdeKS6c7zCXGPi4AXKw,2012
All and Everyone,PJ Harvey,0xm0dOxnlU2iBAszr0CNf3,2011
All At Once,The Airborne Toxic Event,539jh98saoApaX0XpsaRq5,2011
All Back,Chris Brown,1nUVjDtfeQlfj1Q527JWVb,2011
All Black Everything,Lupe Fiasco,7hzj2RqJydKSIXPR2s2kfH,2011
All Cried Out Redux,Jill Scott,2RxeRgEWaPigxUTP83hFmR,2011
All Fired Up,The Saturdays,0883OXIoot8i54DoUy5ovz,2011
All for Nothing,Matt Cardle,709E5WMPO1C1d3RYAjgnDh,2011
All I Want Is Everything,Victorious Cast,2XzWZtjk9OjfVRYLy52OMv,2011
All In White,The Vaccines,2emY8an0oN0wTy3ILOeEID,2011
All Is Not Lost,OK Go,51EmZZvgmHkd3pU1zRluak,2010
All Kinds of Kinds,Miranda Lambert,1ThdZzM4DCcNIRf9EyBMg5,2011
All My Own Stunts,Arctic Monkeys,7cRR82VFtvy3FeqIrjEeFy,2011
All My Rage,Laura Marling,7L7kmvMgIux2HCE48D6BKI,2011
All Of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,2013
All of You,Colbie Caillat,1MHF8FLDcxEnH8ZRfThDNO,2011
All the Best,R.E.M.,1YylK4wwCYiUp1Dv8T2lix,2003
All The Heavy Lifting,Mastodon,66IQ0mkE79F2G8UJoTZ8Wh,2011
All This and Heaven Too,Florence + the Machine,74GJoiemPE1VOyN9nVFs6k,2011
All Tied Up,Robin Thicke,5xMeshTXi4stt1EBhwdtyW,2011
All Your Life,The Band Perry,2khs94jHAVzUm3Pu4mAMmv,2010
Alligator Aviator Autopilot Antimatter,R.E.M.,25S3QBF2GUKjC2G6bn3j2q,2011
Alligator Sky,Owl City,4c3mIWKKMbGJlZukdMTBvB,2011
Alone Again,The Weeknd,6b5P51m8xx2XA6U7sdNZ5E,2020
Alone With You,Arz,0W7brFokN6QtGRNp32RCQP,2021
Already There,Joan Armatrading,6VAUrVTDwfKV9srXky4BsC,2021
"Alright, Alright",Chickenfoot,0oWF0WA7wbCkj2eX5qcLH1,2011
Altered Ego,Bobby V,5OmjwSXlwoy6RDbLqZdbDf,2011
Always Be This Way,Martina McBride,04PxCX2OsZZUuN8B7m12FJ,2023
Am I The Only One,Aaron Lewis,2O8fDNr7arCI2vvOtnfyt0,2022
Amazing,Matt Cardle,6UkNsqoCVz68fWlq8Dez3V,2011
Amazone,Iness Mezel,17NLz1U2JhZuH60d2dmZ9m,2011
Ambition,Wale,5tZmLjU4vhPlJb12IweZuB,2011
Ambulance,Eisley,6NVxygl7BEu79GmncqAr8v,2009
Amen,Hunter Hayes,3ZfzT5zuV1gvdaiuWaQ1UR,2016
AmenJena,Nicole Scherzinger,3QLWF8DgT4fi8tkJ1ikVN1,2011
American Capitalist,Five Finger Death Punch,4X3OfWu0KcofGbMc3Lp1ek,2007
Americano,Lady Gaga,4LrHrb9fZ39fQsMyUdrQXO,2011
Amy,Goodie Mob,3FDbgga7EOTLDDs7zKyGjG,2013
An Angel on Each Arm,Robin Thicke,2yo0p8MRPKgtkaBjHYeQUO,2011
An Ordinary Son,Black Country Communion,5ddBbZoxOVW2emVrstsK3d,2011
Anaconda,Nicki Minaj,794F99D5BQHS5ZGRXAs7I5,2014
And a Ways to Go,311,0HLkpIfjudd3ujHECL2B7I,2011
Angel By Your Side,Francesca Battistelli,4KA5Hzv8zJUsw6Cz5M6YM7,2011
Angel Eyes,Love and Theft,63w0QA1wiV7QhF9jeiHETF,2012
Angels,Thomas Rhett,5vZoQQ1hH5L2s4Y8G86ksg,2023
Anna Lee (Sweetheart Of The Sun),Bangles,1mOqGIyS9Hc6Tzvya3U6uu,2011
Another Like You,Hayes Carll,3n8zCxqDKAY4GN48KGT8pm,2011
Anti-D,The Wombats,6AawlpPfhEUiA7VmvNWdoe,2011
Antidote,Tara Lynch,7ypRmOPHQFBTjjHPDak8ax,2018
Anvil Everything,White Denim,1LzjzrrMWE5fOIpD4tq7sb,2011
Anxiety,Sleepy Hallow,2K7b2hTAXej5y014uvwUA6,2020
Any Man In America,Blue October,4GjMFHvWI3X687CQduCZpF,2011
Any Other Way,The Zombies,0TyTmOPXtukjIWBB0Lv8tl,2011
Any Way You Like It,Status Quo,5iy9VgDJq9W1Fh7nCfPa2N,2011
Anything,Musiq (Soulchild),2bGU7Sv39iq2KrkM4r6ZH2,2011
Anything (To Find You),Monica,23B9t2KkUZass35ec6GFXq,2012
Anyway,The Accidentals,57RXIoycWVoelBCeBL81x8,2023
Anywhere With You,Jake Owen,2yWtLaPCOUDyi7f1lOXCn5,2011
Apartment,Young the Giant,165lX6DbMhTzqODVZKLmkm,2011
Arabesque,Coldplay,0ZlVUhjO8c0bOx1D2Btznf,2019
Argyria,Esben and the Witch,5flQGwoXW90zV5s8YMfZCE,2011
Arlandria,Foo Fighters,5TOYgNohZAFEPOtnchPhZS,2011
Arms,Christina Perri,5u0YB9bpmgEPS2bPhwfRFV,2011
Army Of Love,Kerli,7MLR1gkht1h50SbimRwVNO,2011
Around My Head,Cage the Elephant,0oFCz4vOMbg9dRmV69K1vG,2011
Art of Almost,Wilco,3K2kLHKtefoldJfA40NFMX,2011
As Long As I Know I'm Getting Paid,Patrick Stump,4d7Hgj2oAO06Yf8pjqxg0c,2011
As Long As We Got Love,Javier Colon,1Y8uOKFn8cL6HZuLrBgBj8,2011
As You Turn Away,Lady A,1JxwVgToN8gn5EaT4hnxGV,2011
Ashes & Fire,Ryan Adams,1aI3MHzQFVgWJey2T4pBTG,2023
Ass Back Home,Gym Class Heroes,3bfqkspKABT4pPicm6wC9F,2011
Astronaut,Simple Plan,4uxVdPtssxA5DipzyZB9LQ,2011
"At Your Name (Yahweh, Yahweh)",Phil Wickham,2oi9hdNzZ5SFSzg8oEPxoA,2011
Atlas Hands,Benjamin Francis Leftwich,3JEye8rsrvGdlrBvZUgNIL,2011
Atonement,Michael W. Smith,5egMmD7cvHh55SQljIyKxC,2011
Automatic,Amy MacDonald,74s7mAbrhEGYfXoH8Xsem0,2017
Autumn Leaves,The Goo Goo Dolls,2c6TQ26lPQfEzRuAWRnnc7,2019
Axman,Robbie Robertson,5tguhn47tZB1kElmzIkK7e,2011
Azonto,Fuse ODG,1TeIFb2AIbExCZjInMxGha,2014
Baby Blue Eyes,Josh Kelley,6SbRmjc1TUlG6Dvk5qEyg0,2011
Baby Come Home,Scissor Sisters,56BOpsTzn68tqrZQsaNHJv,2012
Baby I Like It,Kevin Cossom,5Pa7QzU6gmiWwKFHcRYXgJ,2010
Baby's Breath,Bill Callahan,2vawTCalxdUOK7OQPwTLyw,2011
Back In Style,Joss Stone,6atZBZ0meQFs6ZaXTMYO50,2011
Back On the Ground,Scotty McCreery,3mmBQ1jnYSzjoIhk9p4gsy,2011
Back To Love,Bobby V,3Pbc7p8ZFXmpwXsNFG5fOU,2009
Back to Love,Estelle,5mW9fYS1pKifMqQgRf4l31,2012
Back To Me,Marian Hill,3NpsflsHTAoand4Jl3ruP7,2016
Backseat,Russ Millions,6PyDmJQd9gT9vBOc5aPAXw,2022
Bad As Me,Tom Waits,4dmsCy5enq93HdsTyrlL9Z,2011
Bad Kids,Lady Gaga,0zW1LzKUCJeHZBKMmkardw,2011
Bad Side Of 25,Patrick Stump,7vSh5YzbU6c2bxYqX0Qhnv,2011
Bad Timing,Bombay Bicycle Club,15B4Ov5uXiC9GAJMoADBJD,2011
Badass,Saliva,7uP1hrz2MWRgfXBCwRoapR,2011
Badman Riddim (Jump),Vato Gonzalez,294kzYMYnMI8oA0E10OIYa,2011
Baggage Claim,Miranda Lambert,1hTSImeofoaFWptq9JSFpP,2011
Bait a Hook,Justin Moore,6cAxSUPzHyywECgGSvoLyf,2011
Balada,Gusttavo Lima,0zZnBbRW4Dt4cJKVtUQFwF,2011
Bang Bang Pow Pow,T-Pain,72HKgOTKNpp3glpdLZc1yo,2011
Bangarang,Skrillex,6VRhkROS2SZHGlp0pxndbJ,2011
Barefoot Blue Jean Night,Jake Owen,3ts6xK5GzfMAAriT9AIBmP,2011
Barton Hollow,The Civil Wars,6ZOBY9RG2tcxXX0ohKtfRc,2011
Battery Kinzie,Fleet Foxes,64rUORJh4zikFaieRu9xVq,2011
Be Careful,Cardi B,2Yl4OmDby9iitgNWZPwxkd,2018
Be In Love,The Click Five,64ThWXy4ecdrc2JTcK6Od4,2011
Be Still And Know,Machine Head,1W7tmSRMAnpCIyRGVAu62h,2011
Be The One,Dua Lipa,7DsHQQFmpgWmE5goUtKsm7,2023
Beat Goes On,Travis Barker,3kCPMojdXN1ITU3VhArCXZ,2011
Beat of My Drum,Nicola Roberts,1C3kbf0IYyUJa80NgAS6DS,2011
"Beautiful Lasers, (Two Ways)",Lupe Fiasco,5Cs55JEAsk7oSLnniBwI2x,2011
Beautiful Lies,Jana Kramer,6rcItVOyashul5XbAcyv3Y,2019
Beautiful People,Ed Sheeran,3iWnMtwIjJy1jB61Tn6wKp,2023
