Music Name,Artist,Music ID,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Duration_ms,Key,Mode,Time_signature,Popularity
Alone With You,Arz,0W7brFokN6QtGRNp32RCQP,0.288,0.768,0.374,1.67e-06,0.111,-12.49,0.723,75.503,0.398,195200,7,1,4,69
Already There,Joan Armatrading,6VAUrVTDwfKV9srXky4BsC,0.424,0.638,0.575,0.0,0.377,-12.391,0.0445,74.001,0.553,222435,0,1,4,24
"Alright, Alright",Chickenfoot,0oWF0WA7wbCkj2eX5qcLH1,0.00252,0.489,0.994,3.72e-05,0.192,-3.286,0.0417,119.536,0.708,279160,4,1,4,15
Altered Ego,Bobby V,5OmjwSXlwoy6RDbLqZdbDf,0.0835,0.715,0.732,1.19e-06,0.0753,-4.515,0.123,151.893,0.751,173407,11,1,4,8
Always Be This Way,Martina McBride,04PxCX2OsZZUuN8B7m12FJ,0.0171,0.66,0.634,2.02e-06,0.114,-8.55,0.0923,79.002,0.926,206360,5,0,4,14
Am I The Only One,Aaron Lewis,2O8fDNr7arCI2vvOtnfyt0,0.798,0.617,0.626,4.69e-06,0.12,-4.883,0.0268,112.072,0.345,269724,1,1,4,54
Amazing,Matt Cardle,6UkNsqoCVz68fWlq8Dez3V,0.0265,0.248,0.506,0.0,0.163,-6.482,0.0291,173.499,0.268,239587,0,1,4,32
Amazone,Iness Mezel,17NLz1U2JhZuH60d2dmZ9m,0.0425,0.733,0.782,0.0101,0.0941,-9.463,0.0459,116.017,0.887,218720,6,1,4,1
Ambition,Wale,5tZmLjU4vhPlJb12IweZuB,0.398,0.42,0.744,8.54e-06,0.192,-5.033,0.396,161.792,0.324,302547,8,1,4,59
Ambulance,Eisley,6NVxygl7BEu79GmncqAr8v,0.324,0.452,0.517,0.0,0.311,-5.815,0.0298,137.587,0.324,235067,0,0,4,26
Amen,Hunter Hayes,3ZfzT5zuV1gvdaiuWaQ1UR,0.014,0.447,0.89,0.0,0.0858,-4.562,0.0678,93.894,0.303,212701,6,1,4,29
AmenJena,Nicole Scherzinger,3QLWF8DgT4fi8tkJ1ikVN1,0.89,0.367,0.351,0.0,0.0994,-8.527,0.0339,85.376,0.219,320707,5,1,4,16
American Capitalist,Five Finger Death Punch,5bbvF5xqQl6avq0rSaxfEr,0.00121,0.407,0.991,1.79e-05,0.857,-5.421,0.208,149.961,0.0884,213938,11,0,4,0
Americano,Lady Gaga,4LrHrb9fZ39fQsMyUdrQXO,0.000622,0.608,0.848,3.93e-06,0.429,-5.086,0.0326,127.999,0.338,246533,1,1,4,60
Amy,Goodie Mob,3FDbgga7EOTLDDs7zKyGjG,0.00522,0.74,0.923,0.00148,0.0899,-4.157,0.0655,125.004,0.622,216480,10,0,4,4
An Angel on Each Arm,Robin Thicke,2yo0p8MRPKgtkaBjHYeQUO,0.0257,0.756,0.861,0.0,0.115,-4.887,0.0367,109.988,0.572,252800,0,1,4,13
An Ordinary Son,Black Country Communion,5ddBbZoxOVW2emVrstsK3d,0.0255,0.338,0.907,0.0304,0.339,-6.202,0.117,169.76,0.324,478333,2,1,4,16
Anaconda,Nicki Minaj,794F99D5BQHS5ZGRXAs7I5,0.0668,0.964,0.605,7.78e-06,0.214,-6.223,0.179,129.994,0.646,260240,9,1,4,68
And a Ways to Go,311,0HLkpIfjudd3ujHECL2B7I,0.405,0.596,0.893,1.1e-06,0.119,-7.31,0.0478,129.99,0.617,258680,5,1,4,21
Angel By Your Side,Francesca Battistelli,4KA5Hzv8zJUsw6Cz5M6YM7,0.444,0.529,0.415,0.0,0.102,-5.317,0.0275,135.714,0.316,209533,10,1,4,33
Angel Eyes,Love and Theft,63w0QA1wiV7QhF9jeiHETF,0.0134,0.656,0.696,0.0,0.0753,-5.917,0.0261,108.015,0.966,186627,8,1,4,60
Angels,Thomas Rhett,5vZoQQ1hH5L2s4Y8G86ksg,0.063,0.527,0.598,0.000153,0.0913,-4.257,0.0283,66.041,0.23,200427,1,1,3,63
Anna Lee (Sweetheart Of The Sun),Bangles,1mOqGIyS9Hc6Tzvya3U6uu,0.0324,0.603,0.625,0.0083,0.256,-10.726,0.0286,118.078,0.632,218370,7,1,4,30
Another Like You,Hayes Carll,3n8zCxqDKAY4GN48KGT8pm,0.477,0.649,0.781,0.0,0.228,-5.72,0.0355,111.411,0.8,199733,0,1,4,38
Anti-D,The Wombats,6AawlpPfhEUiA7VmvNWdoe,0.00283,0.402,0.687,0.0,0.108,-5.6,0.0274,81.811,0.158,281252,0,1,4,21
Antidote,Tara Lynch,7ypRmOPHQFBTjjHPDak8ax,0.00152,0.278,0.905,0.0,0.118,-5.353,0.0751,200.141,0.376,287306,1,0,3,1
Anvil Everything,White Denim,1LzjzrrMWE5fOIpD4tq7sb,0.000755,0.209,0.91,0.281,0.165,-7.237,0.105,84.145,0.693,239800,7,1,4,16
Anxiety,Sleepy Hallow,2K7b2hTAXej5y014uvwUA6,0.918,0.832,0.3,5.92e-05,0.115,-8.982,0.733,73.995,0.535,117033,4,0,4,64
Any Man In America,Blue October,4GjMFHvWI3X687CQduCZpF,0.039,0.706,0.575,2.75e-05,0.0884,-8.858,0.131,109.986,0.399,385813,9,0,4,27
Any Other Way,The Zombies,0TyTmOPXtukjIWBB0Lv8tl,0.136,0.573,0.685,0.0,0.112,-7.31,0.0273,141.844,0.3,204640,9,0,4,7
Any Way You Like It,Status Quo,5iy9VgDJq9W1Fh7nCfPa2N,0.0455,0.566,0.919,0.000369,0.0423,-5.602,0.0301,155.29,0.934,197293,5,1,4,0
Anything,Musiq (Soulchild),2bGU7Sv39iq2KrkM4r6ZH2,0.0661,0.691,0.844,0.0,0.323,-4.152,0.19,106.02,0.733,231853,9,0,4,24
Anything (To Find You),Monica,23B9t2KkUZass35ec6GFXq,0.14,0.598,0.702,0.0,0.417,-3.402,0.116,93.394,0.581,222373,7,1,4,22
Anyway,The Accidentals,57RXIoycWVoelBCeBL81x8,0.848,0.396,0.139,0.000309,0.114,-13.895,0.0366,79.062,0.263,219661,7,1,3,8
Anywhere With You,Jake Owen,2yWtLaPCOUDyi7f1lOXCn5,0.0418,0.475,0.936,0.0,0.0873,-2.545,0.0413,151.988,0.598,209587,5,1,4,58
Apartment,Young the Giant,165lX6DbMhTzqODVZKLmkm,0.00686,0.57,0.733,0.000131,0.21,-7.194,0.0306,109.97,0.334,235800,2,1,4,50
Arabesque,Coldplay,0ZlVUhjO8c0bOx1D2Btznf,0.000114,0.401,0.834,0.849,0.373,-7.727,0.055,172.009,0.163,340280,7,1,4,60
Argyria,Esben and the Witch,5flQGwoXW90zV5s8YMfZCE,0.12,0.262,0.342,0.841,0.0894,-12.4,0.052,125.26,0.0364,346173,6,0,4,7
Arlandria,Foo Fighters,5TOYgNohZAFEPOtnchPhZS,0.000128,0.632,0.734,1.04e-05,0.337,-5.179,0.0375,116.337,0.645,267560,9,1,4,59
Arms,Christina Perri,5u0YB9bpmgEPS2bPhwfRFV,0.11,0.463,0.755,4.89e-06,0.103,-7.244,0.0634,145.319,0.252,261213,4,1,4,62
Army Of Love,Kerli,7MLR1gkht1h50SbimRwVNO,0.0132,0.6,0.902,0.000332,0.309,-2.802,0.0597,124.119,0.96,204413,1,0,4,34
Around My Head,Cage the Elephant,7sX15m6vY6CLSVQQ7CgIFp,0.000689,0.519,0.96,7.65e-06,0.0446,-2.518,0.057,109.91,0.49,191644,2,1,4,36
Art of Almost,Wilco,3K2kLHKtefoldJfA40NFMX,0.00245,0.336,0.728,0.347,0.156,-8.551,0.0454,95.995,0.429,436573,6,0,4,28
As Long As I Know I'm Getting Paid,Patrick Stump,4d7Hgj2oAO06Yf8pjqxg0c,0.00874,0.644,0.972,2.77e-06,0.838,-4.166,0.0739,120.027,0.534,222109,0,1,4,24
As Long As We Got Love,Javier Colon,1Y8uOKFn8cL6HZuLrBgBj8,0.0196,0.568,0.849,0.0,0.207,-2.707,0.0476,89.911,0.6,195653,9,1,4,19
As You Turn Away,Lady A,1JxwVgToN8gn5EaT4hnxGV,0.663,0.605,0.385,0.0,0.134,-8.27,0.031,119.746,0.227,235227,5,1,4,35
Ashes & Fire,Ryan Adams,1aI3MHzQFVgWJey2T4pBTG,0.921,0.446,0.364,0.00575,0.699,-6.595,0.0317,144.875,0.235,234586,10,1,3,29
Ass Back Home,Gym Class Heroes,3bfqkspKABT4pPicm6wC9F,0.134,0.716,0.838,0.0,0.148,-4.289,0.0513,130.034,0.646,222213,10,1,4,62
Astronaut,Simple Plan,4uxVdPtssxA5DipzyZB9LQ,0.00197,0.456,0.879,0.0,0.095,-3.457,0.0353,148.131,0.536,220747,9,0,4,38
"At Your Name (Yahweh, Yahweh)",Phil Wickham,2oi9hdNzZ5SFSzg8oEPxoA,0.000465,0.276,0.766,7.25e-06,0.0874,-5.202,0.0387,167.92,0.19,234467,9,1,4,47
Atlas Hands,Benjamin Francis Leftwich,3JEye8rsrvGdlrBvZUgNIL,0.898,0.63,0.316,0.00217,0.0616,-11.885,0.0293,82.529,0.477,173091,6,1,4,54
Atonement,Michael W. Smith,5egMmD7cvHh55SQljIyKxC,0.901,0.182,0.156,0.105,0.103,-14.518,0.0442,85.01,0.0394,229920,7,0,4,21
Automatic,Amy MacDonald,74s7mAbrhEGYfXoH8Xsem0,0.0658,0.598,0.698,5.07e-06,0.103,-7.852,0.0293,150.07,0.76,195973,9,1,4,37
Autumn Leaves,The Goo Goo Dolls,2c6TQ26lPQfEzRuAWRnnc7,0.00881,0.464,0.354,1.33e-05,0.0924,-6.726,0.0288,79.027,0.168,195292,2,1,4,27
Axman,Robbie Robertson,5tguhn47tZB1kElmzIkK7e,0.112,0.838,0.408,0.00362,0.281,-9.992,0.0379,110.054,0.836,276267,5,0,4,11
Azonto,Fuse ODG,1TeIFb2AIbExCZjInMxGha,0.117,0.888,0.923,0.0,0.0522,-3.516,0.137,125.985,0.945,232256,6,1,4,53
Baby Blue Eyes,Josh Kelley,6SbRmjc1TUlG6Dvk5qEyg0,0.378,0.509,0.62,1.1e-06,0.289,-6.845,0.0269,149.967,0.511,218493,8,1,4,5
Baby Come Home,Scissor Sisters,56BOpsTzn68tqrZQsaNHJv,0.173,0.65,0.712,0.0,0.0616,-6.102,0.0948,182.136,0.766,180409,6,0,4,29
Baby I Like It,Kevin Cossom,5Pa7QzU6gmiWwKFHcRYXgJ,0.178,0.537,0.824,0.0,0.387,-6.298,0.309,102.628,0.493,253853,11,0,4,8
Baby's Breath,Bill Callahan,2vawTCalxdUOK7OQPwTLyw,0.9,0.528,0.265,0.321,0.0927,-14.778,0.039,109.607,0.415,330467,5,0,4,29
Back In Style,Joss Stone,6atZBZ0meQFs6ZaXTMYO50,0.357,0.626,0.715,0.0,0.176,-4.133,0.0324,91.421,0.829,206565,5,1,4,15
Back On the Ground,Scotty McCreery,3mmBQ1jnYSzjoIhk9p4gsy,0.512,0.568,0.598,0.0,0.0927,-5.807,0.0316,139.955,0.401,199280,11,1,4,24
Back To Love,Bobby V,3Pbc7p8ZFXmpwXsNFG5fOU,0.00694,0.848,0.665,0.00456,0.119,-5.857,0.0653,92.003,0.596,271360,1,1,4,0
Back to Love,Estelle,5mW9fYS1pKifMqQgRf4l31,0.0524,0.683,0.792,0.0,0.0284,-6.153,0.0307,139.047,0.879,227600,8,1,4,13
Back To Me,Marian Hill,3NpsflsHTAoand4Jl3ruP7,0.632,0.874,0.377,0.00082,0.0691,-6.36,0.0784,84.986,0.539,172467,0,1,4,44
Backseat,Russ Millions,6PyDmJQd9gT9vBOc5aPAXw,0.0298,0.865,0.582,0.579,0.117,-10.103,0.286,140.038,0.286,161143,1,1,4,51
Bad As Me,Tom Waits,4dmsCy5enq93HdsTyrlL9Z,0.657,0.623,0.949,0.00135,0.168,-3.954,0.113,113.528,0.311,190400,3,0,4,32
Bad Kids,Lady Gaga,0zW1LzKUCJeHZBKMmkardw,4.37e-05,0.676,0.745,0.00151,0.113,-6.244,0.0294,120.03,0.426,230973,1,0,4,40
Bad Side Of 25,Patrick Stump,7vSh5YzbU6c2bxYqX0Qhnv,0.0149,0.665,0.812,0.0,0.459,-5.449,0.0825,148.98,0.468,324187,0,1,4,25
Bad Timing,Bombay Bicycle Club,15B4Ov5uXiC9GAJMoADBJD,9.34e-05,0.376,0.914,0.217,0.376,-5.89,0.0769,126.038,0.515,214413,2,0,4,38
Badass,Saliva,7uP1hrz2MWRgfXBCwRoapR,0.00143,0.502,0.929,0.00083,0.0812,-3.563,0.054,158.032,0.746,185040,1,1,4,48
Badman Riddim (Jump),Vato Gonzalez,294kzYMYnMI8oA0E10OIYa,0.00749,0.697,0.953,4.03e-05,0.454,-6.179,0.206,129.014,0.647,165333,4,1,4,20
Baggage Claim,Miranda Lambert,1hTSImeofoaFWptq9JSFpP,0.0657,0.701,0.934,1.53e-06,0.0671,-2.777,0.0403,81.0,0.964,197547,8,1,4,44
Bait a Hook,Justin Moore,6cAxSUPzHyywECgGSvoLyf,0.0191,0.668,0.781,0.0,0.113,-6.151,0.0267,105.945,0.695,208493,1,1,4,59
Balada,Gusttavo Lima,0zZnBbRW4Dt4cJKVtUQFwF,0.17,0.675,0.958,0.0,0.965,-4.208,0.0611,128.001,0.813,201840,11,0,4,68
Bang Bang Pow Pow,T-Pain,72HKgOTKNpp3glpdLZc1yo,0.00169,0.436,0.61,0.0,0.217,-5.685,0.135,141.961,0.0973,219773,1,0,4,43
Bangarang,Skrillex,6VRhkROS2SZHGlp0pxndbJ,0.0145,0.716,0.972,3.22e-05,0.317,-2.302,0.196,110.026,0.576,215253,7,1,4,71
Barefoot Blue Jean Night,Jake Owen,3ts6xK5GzfMAAriT9AIBmP,0.202,0.599,0.807,0.0,0.196,-4.679,0.0402,172.017,0.812,167427,4,1,4,74
Barton Hollow,The Civil Wars,6ZOBY9RG2tcxXX0ohKtfRc,0.125,0.421,0.659,0.0,0.0857,-7.339,0.0302,90.913,0.436,205773,2,1,4,51
Battery Kinzie,Fleet Foxes,64rUORJh4zikFaieRu9xVq,0.246,0.597,0.658,6.05e-05,0.111,-6.288,0.0269,138.958,0.873,169000,7,1,4,44
Be Careful,Cardi B,2Yl4OmDby9iitgNWZPwxkd,0.0256,0.82,0.568,0.0,0.0952,-8.23,0.411,152.279,0.535,210787,6,0,4,70
Be In Love,The Click Five,64ThWXy4ecdrc2JTcK6Od4,0.000369,0.529,0.887,0.0,0.838,-3.877,0.0385,123.001,0.8,167027,0,1,4,7
Be Still And Know,Machine Head,1W7tmSRMAnpCIyRGVAu62h,5.05e-05,0.332,0.985,0.00082,0.359,-3.093,0.139,113.107,0.228,343785,9,1,3,34
Be The One,Dua Lipa,4hHh7NpvMszR8zJ2sbarZw,0.636,0.672,0.448,2.28e-05,0.111,-7.97,0.0434,172.95,0.335,192813,10,1,4,0
Beat Goes On,Travis Barker,3kCPMojdXN1ITU3VhArCXZ,0.00231,0.764,0.852,1.71e-06,0.0828,-5.512,0.273,96.036,0.811,260027,11,0,4,25
Beat of My Drum,Nicola Roberts,1C3kbf0IYyUJa80NgAS6DS,0.00866,0.726,0.827,0.0728,0.0737,-5.22,0.21,127.01,0.692,177360,8,1,4,34
"Beautiful Lasers, (Two Ways)",Lupe Fiasco,5Cs55JEAsk7oSLnniBwI2x,0.0148,0.542,0.752,0.0,0.324,-3.652,0.0404,129.988,0.249,241853,11,0,4,38
Beautiful Lies,Jana Kramer,6rcItVOyashul5XbAcyv3Y,0.189,0.599,0.65,0.0,0.141,-5.737,0.0253,103.014,0.346,189963,2,1,4,37
Beautiful People,Ed Sheeran,1raKwihpdv4PjOMzHC8BZR,0.885,0.679,0.369,4.46e-06,0.314,-8.506,0.0541,99.525,0.751,186853,2,1,4,0
Bed of My Chevy,Justin Moore,6W2iNy14pJ4DW30yCY4bop,0.143,0.547,0.612,0.0,0.135,-5.484,0.029,133.765,0.552,206520,6,1,4,41
Bed of Nails,Wild Beasts,2VekMeT2g89y8pGQmXTeus,0.0485,0.718,0.505,0.886,0.0931,-11.653,0.0289,117.994,0.877,258160,8,1,4,28
Bedazzled Fingernails,Mastodon,0ZUFpi7zB4fNwDR9QvCNAx,2.09e-05,0.25,0.976,0.0133,0.115,-4.19,0.15,112.824,0.198,188267,7,1,3,23
Bedouin Dress,Fleet Foxes,5bpLzcR6II5zhsqJWTMEqw,0.0739,0.433,0.439,0.00103,0.124,-10.756,0.0371,123.161,0.277,269800,7,1,4,42
Beech Like the Tree,Lower Than Atlantis,55de2v9svkNQHL4H9PiynC,7.14e-05,0.619,0.758,3.44e-05,0.223,-5.795,0.0474,95.038,0.72,138493,7,1,3,31
Been to Hell,Hollywood Undead,55ENgAZsQEQ6sdSJdc53QF,0.000248,0.44,0.936,0.0,0.118,-3.551,0.182,149.019,0.595,203160,9,1,4,56
Beer Time,Justin Moore,1J9dq9sPS4EqbW61y9ec0A,0.00981,0.451,0.799,0.0,0.244,-5.259,0.0533,175.953,0.742,169213,0,1,4,41
Beers Ago,Toby Keith,5MiRgE7Yta2jiOkVGHbiQC,0.0284,0.565,0.84,0.0,0.0928,-4.641,0.0296,144.04,0.742,206640,0,1,4,53
Before I Let You Go,Colbie Caillat,1XqJcTFcHQaVXgTXL90jDF,0.00905,0.66,0.829,0.0,0.136,-4.84,0.0274,109.992,0.659,215013,0,1,4,29
Before It Explodes,Charice,1eT4wvIA69v0pHePpktyic,0.0611,0.488,0.819,0.0,0.126,-2.872,0.0454,153.921,0.34,240133,9,1,4,22
Beggars,Bombay Bicycle Club,0Dj8AGe8EGPVUCdsC0Jf3Y,0.182,0.239,0.597,0.06,0.129,-7.309,0.0373,85.676,0.278,251507,8,1,3,33
Beggin' On Your Knees,Victorious Cast,116kG9vvdUtoprjYtToONt,0.00841,0.623,0.869,0.0,0.0771,-3.376,0.0481,130.013,0.663,193547,5,1,4,63
Behold the Hurricane,The Horrible Crowes,7rSrY9Q5q1KCrDPS2E6DoE,0.0504,0.588,0.875,2.76e-05,0.196,-4.011,0.0335,114.97,0.598,243867,10,1,4,42
Beige,Pistol Annies,65nJjfRsSvQAK3VgbF4my1,0.476,0.542,0.339,0.0525,0.111,-8.068,0.0281,116.362,0.158,203613,4,1,3,25
Believe Me,Navos,44xO8889yUQHn70P73NILS,0.129,0.629,0.876,1.39e-06,0.29,-5.572,0.0408,124.999,0.645,188260,5,0,4,65
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,0.0622,0.776,0.78,0.0,0.081,-4.374,0.128,124.949,0.666,204347,10,0,4,89
Belong,The Pains of Being Pure at Heart,0h3DnHxfLssdfmKJo93L9K,4.78e-06,0.446,0.845,0.879,0.333,-4.907,0.0392,96.889,0.378,261293,6,1,4,25
Beneath The Surface,Dream Theater,0hl8ee70gsV10DLVGPF1RC,0.541,0.489,0.369,7.15e-06,0.175,-10.314,0.0286,133.912,0.378,326427,4,1,4,38
Berlin,Snow Patrol,5ZkumjvOakFhJdDeJ9hV9n,0.488,0.583,0.771,0.549,0.129,-8.79,0.032,108.041,0.231,123613,10,1,4,21
Bermondsey Street,Patrick Wolf,3nXVKcEMf4q4siRRKtIcge,0.561,0.726,0.353,0.00042,0.119,-9.895,0.0542,117.087,0.258,301320,9,1,4,11
Best Friend's Brother,Victorious Cast,5ilbsx6qkdgTZLptWIvXEV,0.000398,0.613,0.917,9.69e-06,0.159,-4.754,0.0637,140.001,0.77,218267,8,1,4,57
"Best Friends, Right?",Amy Winehouse,7BizTaPDXSWVi8vdGeFg0W,0.101,0.601,0.759,0.0,0.213,-6.934,0.0557,97.501,0.581,176293,8,0,4,55
Best Love Song,T-Pain,4CHLYbx8NB1LUn5WqT0SzV,0.0457,0.622,0.711,0.0,0.174,-6.618,0.0542,79.932,0.679,195987,7,1,4,67
Best Night Of My Life,Jamie Foxx,5KjBz4PJbmiDWgn8J3R2hk,0.02,0.647,0.761,0.0,0.347,-5.627,0.0555,80.532,0.225,184907,1,0,4,33
Best Song Ever,One Direction,5T7ZFtCcOgkpjxcuaeZbw0,0.0227,0.652,0.877,0.0,0.0789,-2.986,0.0465,118.491,0.486,200107,1,1,4,78
Best Thing I Never Had,Beyoncé,3lBRNqXjPp2j3JMTCXDTNO,0.143,0.546,0.649,1.55e-05,0.0894,-4.056,0.0324,99.05,0.298,253747,6,1,4,71
Beth/Rest,Bon Iver,2Eh12jPXjq0DKVQmFy3675,0.922,0.49,0.249,0.596,0.112,-12.812,0.0323,128.211,0.0507,316800,9,1,4,48
Better Day,Dolly Parton,08G12eWc5AprZZzVxZGMzh,0.801,0.436,0.44,1.26e-05,0.245,-5.638,0.0305,106.519,0.416,201800,0,1,3,14
Better in the Long Run,Miranda Lambert,7x6CumqBU9Cu5DsT1XdNNe,0.279,0.561,0.72,0.0,0.103,-3.307,0.0257,135.018,0.351,214653,5,1,4,29
Better Off Gone,John Waite,0D9yxUre6SPGWOca3ZNkeF,0.00346,0.378,0.82,1.45e-06,0.155,-5.078,0.0534,186.395,0.543,232333,2,1,4,8
Better Than I Know Myself,Adam Lambert,3Fsjt1h1p2o86pC2lQopJc,0.0322,0.484,0.812,0.0,0.18,-4.743,0.138,109.452,0.308,216173,10,1,5,48
Better Than I Used to Be,Tim McGraw,0MT21PlGXvd67TNk3ski6c,0.175,0.452,0.566,1.24e-05,0.0888,-5.964,0.0292,138.154,0.407,201000,5,1,4,49
Better Than That,Marina,2UvO88i50M3SzJvtRWmDed,0.0126,0.616,0.884,0.0,0.347,-5.59,0.0327,119.966,0.595,276213,4,0,4,38
Better With The Lights Off,New Boyz,3wCSVS7KM9CIIHrChpabQ3,0.0521,0.573,0.848,0.0,0.25,-2.742,0.057,112.084,0.561,219080,7,1,4,47
Betty Woz Gone,Stooshe,4z3psppyaVcA9mXwEtW116,0.00732,0.68,0.83,0.00453,0.255,-3.804,0.0727,86.937,0.825,190889,7,1,4,6
Between The Cheats,Amy Winehouse,77RrNbeBUXb1Dtewp0HQuR,0.656,0.461,0.633,0.0,0.205,-6.057,0.0333,82.586,0.63,213587,11,0,4,49
Big Black Dog,Emmylou Harris,1G5bpg43SSpOneWmVZdNqV,0.0392,0.806,0.55,0.031,0.305,-10.383,0.0431,123.938,0.832,203547,4,1,4,9
Big Fat Bass,Britney Spears,0IH4zvPl1szWeMwzPR0QhD,0.0295,0.777,0.71,0.0,0.192,-4.717,0.0919,129.945,0.673,284840,0,1,4,41
Big Foot,Chickenfoot,76BmcGYyIpdeuOYQMevso0,0.00589,0.591,0.932,0.0,0.216,-4.056,0.0293,97.327,0.8,228624,4,1,4,33
Big White Room,Jessie J,2RI3G9dVQY38D6IUAX1MV0,0.73,0.418,0.331,0.0,0.685,-9.516,0.0409,137.605,0.444,330840,2,1,4,26
Biggest Man in Los Angeles,Andy Grammer,6Cqmebot8tsy46ZkmYpkYY,0.124,0.71,0.705,0.0,0.413,-6.959,0.0487,98.954,0.574,235573,9,0,4,35
Billy Paul,Vince Gill,5UuzQEB5V78z2MUxzg1kPs,0.0121,0.617,0.538,0.000202,0.121,-8.607,0.0244,87.242,0.597,232533,2,1,4,9
Birthday Cake,Dylan Conrique,7dDrR6vMK1JAwZZ5MIWgme,0.955,0.436,0.255,3.28e-05,0.106,-8.623,0.0364,113.265,0.15,205280,3,1,4,73
Bitch Came Back,Theory Of A Deadman,6kp8F9FpHXzjga2MeRDSG8,0.00122,0.58,0.877,0.0,0.322,-4.193,0.0395,129.968,0.614,219360,1,0,4,63
Bite My Tongue,You Me at Six,1FIWe0EWWE6D8soz2ZsMuM,0.00119,0.418,0.824,6.48e-05,0.2,-4.089,0.0469,143.983,0.382,222040,2,1,4,57
Black,Sons Of Kemet,3OBL4DZsZVwoqYIrCe7YVd,0.713,0.332,0.877,0.00252,0.35,-7.512,0.174,131.515,0.506,162828,6,0,4,18
Black and White America,Lenny Kravitz,4GOnP1JAtSbBSyOknw6h2W,0.0289,0.708,0.678,0.0017,0.183,-5.907,0.0648,112.763,0.906,274947,2,1,4,32
Black Flies,Ben Howard,3JhNsyNQSyrsHcnFRHZN1e,0.44,0.581,0.36,0.00589,0.0924,-13.174,0.0289,132.469,0.107,381507,8,1,4,54
Black Lung Heartache,Joe Bonamassa,4WPB8sqL2RayXfI9mcz0WM,0.0947,0.598,0.763,0.00764,0.356,-6.629,0.0249,87.994,0.338,254133,0,1,4,43
Black Star,Avril Lavigne,7gIYjJU2XSN4uj0ByHffKL,0.609,0.538,0.33,0.00107,0.193,-8.777,0.0317,127.894,0.201,94080,0,1,3,41
Black Swan,BTS,2EmcTFQ1rM11wp2ztsXTHa,0.137,0.719,0.757,0.0,0.129,-5.167,0.0849,147.024,0.489,198261,2,0,4,72
Black Tongue,Mastodon,0mc0SaUktWUvWuvLcsbGxo,3.36e-06,0.216,0.969,0.608,0.107,-4.299,0.145,146.864,0.201,207320,2,1,3,34
Black Treacle,Arctic Monkeys,7EUcOIbJSePmXGvAe7G79C,0.000821,0.343,0.89,0.0,0.0912,-5.759,0.0655,100.061,0.525,217440,7,1,4,60
Blasteroid,Mastodon,5Z1dxiIrZGvnViXtY7N8g9,3.18e-06,0.313,0.968,0.0563,0.104,-3.862,0.0957,95.937,0.315,155720,7,1,4,30
Bleed Red,Ronnie Dunn,6s9GPlGYAUK6Nq5WlSuHuU,0.346,0.487,0.668,4.56e-05,0.107,-4.251,0.0321,90.083,0.184,229840,10,1,4,38
Bleeding Out,Korn,3EhF7Oy09xthGyV4CluWdd,0.00534,0.461,0.926,0.000125,0.213,-5.217,0.0844,75.012,0.188,291200,7,0,4,34
Blessed,Jill Scott,2jVi6EOcDaVUug4fUGO7ob,0.498,0.597,0.835,0.0,0.111,-5.192,0.346,87.892,0.481,206893,7,1,4,40
Blessings,Florida Georgia Line,7dnDBbHKyJNFXoeVwO8KBY,0.737,0.466,0.672,0.0,0.0858,-5.926,0.036,89.081,0.334,198520,4,1,4,58
Blind Faith,Chase & Status,04OxTCLGgDKfO0MMA2lcxv,0.00523,0.45,0.846,0.0,0.228,-4.712,0.0472,140.042,0.402,233667,9,0,4,65
Blip on a Screen,The Streets,0ZxFjUvSpB5lHwIoNELFh3,0.136,0.605,0.912,0.0,0.538,-3.117,0.219,79.461,0.739,214040,4,0,5,24
Blood Pressure,MUTEMATH,3aV254YEc0rjMOmAGyOQcy,0.00105,0.572,0.939,0.14,0.0329,-3.263,0.0382,112.43,0.632,183827,7,1,3,36
Blood Red Flags,Madina Lake,1P9WYm5BXvJsKDZJtzO9kw,0.00294,0.451,0.961,0.0,0.739,-3.988,0.0785,120.049,0.58,168627,0,1,4,3
Bloody Mary,Lady Gaga,11BKm0j4eYoCPPpCONAVwA,0.0107,0.591,0.637,1.95e-06,0.113,-6.365,0.03,99.998,0.432,244760,9,0,4,74
Bloom,Radiohead,2HO0MwfNYxJa2zwo6vrQMT,0.619,0.519,0.959,0.886,0.0831,-7.596,0.157,149.729,0.341,313671,0,0,4,50
Blow It Up,The Vaccines,4KTOHAcx2BYiWqpzdMMFs1,0.0048,0.428,0.903,0.836,0.207,-3.67,0.0461,122.105,0.364,156107,6,1,4,38
Blue,Beyoncé,2LjkT4gu5wO4JdeEYl0fMY,0.541,0.499,0.434,6.58e-05,0.119,-10.14,0.0608,90.322,0.0643,266920,6,1,4,62
Blue Bird,The Rapture,47o4fBXE4JdhbPhp7fcSQb,0.000204,0.167,0.904,0.0,0.378,-3.837,0.075,149.803,0.272,186573,1,1,4,9
Blue Cassette,Friendly Fires,2FJRKJBQ2v2U2AanwXOPAN,0.000337,0.175,0.937,0.000217,0.207,-5.236,0.359,207.645,0.539,211493,6,1,3,19
Blue Slide Park,Mac Miller,1ersV5obKZX7FbED02mZD7,0.0571,0.628,0.858,0.0,0.276,-5.629,0.282,95.515,0.16,149385,0,0,4,54
